customerid,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Male,subscription_type_Premium,subscription_type_Standard,contract_length_Monthly,contract_length_Quarterly
62305,56,57,5,6,16,172,13,True,False,False,False,True
8441,32,20,23,7,11,334,6,False,False,False,True,False
38356,29,34,20,3,21,586,14,True,False,True,True,False
29799,60,58,8,6,21,275,30,False,False,False,False,True
10475,21,42,22,5,30,870,26,True,False,True,False,False
1146,49,1,16,0,7,935,23,True,False,True,False,False
705,41,4,21,7,7,948,17,False,False,False,True,False
36774,65,27,11,0,17,855,30,False,True,False,False,True
31616,24,6,7,9,18,713,4,False,False,True,False,False
54721,27,37,18,8,19,187,23,False,True,False,False,False
55511,19,1,7,6,21,345,25,False,False,True,True,False
53323,60,53,4,9,24,361,14,False,False,False,False,False
29106,47,56,9,10,16,921,5,True,True,False,True,False
52562,30,11,14,1,30,454,1,False,True,False,False,False
43091,55,2,17,10,6,516,21,True,False,True,False,True
15883,37,28,28,6,3,722,12,False,False,True,True,False
52847,27,14,20,8,29,291,16,False,False,True,True,False
60976,56,35,20,9,27,978,6,True,True,False,True,False
61489,27,41,10,8,30,659,1,False,True,False,False,True
56718,22,39,13,6,28,933,17,True,False,True,False,True
64262,38,33,1,7,30,195,22,True,False,True,False,False
45936,59,59,28,9,22,803,6,True,True,False,True,False
33181,43,26,2,9,24,237,12,False,False,False,True,False
43110,57,44,7,6,13,303,19,True,False,True,False,False
31137,65,34,6,2,13,956,21,True,True,False,False,False
34125,42,26,6,9,29,546,30,False,False,False,False,False
3519,65,34,12,3,30,645,15,True,True,False,True,False
35737,31,25,22,7,9,191,12,True,False,False,False,False
42239,23,52,21,9,18,368,17,False,True,False,True,False
26471,41,47,18,7,22,819,2,False,False,True,True,False
22753,23,42,7,7,0,830,26,False,True,False,False,False
58976,34,2,29,3,22,503,12,False,False,True,True,False
48602,33,25,9,8,26,405,15,True,False,True,True,False
5383,49,56,25,5,18,282,3,False,False,True,False,True
57394,40,55,24,9,24,851,9,True,False,True,False,False
41984,39,59,26,2,30,323,28,False,False,True,True,False
20342,24,7,19,3,19,236,25,True,True,False,False,False
29088,50,15,28,4,16,285,16,False,False,False,False,False
43703,65,21,16,3,13,839,8,False,False,False,True,False
29647,35,59,29,7,21,221,19,True,True,False,False,True
46472,52,23,23,2,22,158,9,False,False,True,True,False
37195,53,9,23,0,5,822,8,False,False,False,False,True
24850,38,16,26,6,26,781,14,True,False,False,True,False
19997,54,42,13,0,11,872,16,False,False,True,False,False
51819,19,18,28,6,25,694,14,False,False,True,True,False
15595,49,34,27,6,10,219,1,True,False,True,True,False
35093,20,53,17,10,30,332,26,True,False,False,False,True
57168,62,39,25,8,18,631,23,True,False,True,False,False
15391,18,33,7,8,19,922,20,True,False,True,False,True
37281,54,28,29,8,22,131,23,False,False,True,False,False
16889,39,42,15,2,21,498,8,True,True,False,True,False
29891,36,51,10,1,0,645,4,False,False,True,False,True
11399,60,8,14,10,18,626,6,False,True,False,True,False
51022,27,29,30,6,18,559,27,True,False,True,True,False
32505,29,29,6,1,7,788,14,False,True,False,False,False
35052,59,31,20,7,0,131,6,False,False,True,False,False
12368,27,46,22,0,6,668,2,True,True,False,True,False
19395,44,59,11,1,19,715,2,True,False,False,False,True
57619,28,21,23,2,28,112,1,False,False,True,True,False
20400,19,31,8,6,21,775,6,True,False,True,False,True
20493,28,28,11,8,19,489,26,False,True,False,False,True
49007,61,41,18,5,26,607,4,True,False,False,True,False
20105,20,45,28,1,6,592,23,False,False,True,False,True
23938,57,18,22,4,15,745,29,False,False,True,False,True
5412,38,59,9,7,13,663,23,False,False,True,True,False
7187,53,25,18,4,18,965,13,True,False,True,True,False
19197,56,15,20,10,29,385,28,False,False,True,False,True
63058,25,22,26,10,30,773,1,False,True,False,True,False
9937,51,51,8,0,19,455,30,True,False,False,True,False
22673,33,6,16,5,24,680,14,True,False,False,True,False
6110,30,11,10,7,18,386,27,True,False,True,False,False
63689,53,27,12,8,30,281,14,False,False,True,False,False
42246,38,18,16,10,23,678,15,False,True,False,False,True
7327,25,44,15,1,24,955,20,True,False,False,False,False
751,38,53,18,1,11,337,16,False,False,False,False,True
59954,33,30,21,10,20,902,14,True,False,True,False,True
2517,31,18,17,9,17,181,29,False,False,True,False,True
12582,60,37,23,8,8,280,17,True,True,False,False,False
41471,25,22,29,2,1,380,30,True,True,False,False,True
13063,50,55,25,8,18,850,21,False,False,True,False,False
13870,24,18,28,3,6,342,15,True,False,False,False,False
17862,36,38,7,7,28,802,16,True,True,False,False,True
54659,59,38,7,9,17,814,3,False,False,False,False,True
18105,24,39,9,5,6,962,25,True,False,True,False,False
31041,23,45,22,0,4,724,10,False,False,True,True,False
20398,39,48,21,1,14,412,9,True,True,False,True,False
56486,39,54,14,2,30,404,29,False,False,True,False,True
25238,50,30,22,5,9,895,6,False,False,False,False,False
45297,26,44,2,5,7,465,2,True,True,False,False,True
18735,21,39,1,2,6,882,13,False,False,False,False,False
45523,37,52,14,7,20,854,8,True,False,False,True,False
59024,65,47,17,0,25,921,8,False,False,True,True,False
19753,41,5,4,1,23,367,29,False,False,False,False,True
18938,27,22,25,9,7,274,15,True,True,False,False,True
54514,53,42,14,9,18,361,17,True,False,False,False,True
14819,38,55,4,3,1,126,14,False,True,False,False,True
54225,18,49,20,1,27,916,19,False,True,False,True,False
43162,21,28,2,7,22,930,28,False,False,False,False,True
46414,53,57,2,5,16,530,13,True,False,False,True,False
15450,39,12,24,2,16,422,27,False,True,False,False,True
60142,25,38,16,5,28,369,15,False,False,True,True,False
14217,51,1,30,9,20,161,6,False,True,False,True,False
15325,50,46,8,6,11,423,16,True,False,False,False,True
46882,34,54,7,10,21,715,19,False,True,False,False,False
63442,41,10,1,0,29,560,21,True,False,True,False,False
13018,52,49,8,7,29,421,30,False,True,False,False,True
57341,61,29,21,2,24,369,4,False,False,True,False,False
14059,30,41,7,10,12,781,29,True,False,False,False,True
56984,61,17,28,5,29,389,2,False,True,False,True,False
4441,39,44,15,3,29,767,5,False,False,True,False,False
7943,50,30,28,3,7,685,28,False,True,False,True,False
56996,27,30,2,7,16,879,26,False,False,False,False,True
20296,40,31,24,6,21,290,25,True,False,True,True,False
10609,64,5,26,4,2,929,15,True,False,True,True,False
18295,55,25,2,5,21,607,10,True,True,False,False,True
3156,48,29,18,2,16,563,3,True,False,False,True,False
27124,56,26,4,1,23,553,29,True,True,False,False,True
8745,26,17,29,9,14,626,30,True,False,False,False,False
1654,19,9,11,1,22,768,29,False,True,False,False,True
10928,40,55,20,7,6,638,11,False,False,True,False,False
35645,43,3,7,0,12,294,8,True,False,False,True,False
52802,58,28,9,3,24,348,7,False,False,False,False,False
56360,27,29,14,10,19,267,11,False,True,False,False,True
20593,28,51,4,4,29,883,30,False,False,False,False,True
37599,54,16,9,5,5,669,1,False,False,True,False,True
5672,32,32,13,0,26,875,25,True,True,False,False,False
5483,54,19,23,0,24,921,18,True,False,True,False,False
13765,40,48,4,5,6,223,18,False,False,True,False,False
62629,18,41,10,7,17,785,29,False,False,False,False,True
34310,35,7,9,4,22,111,2,True,False,False,True,False
1669,32,35,29,2,19,328,6,False,True,False,True,False
17782,32,33,17,0,26,169,5,False,True,False,False,True
36150,25,2,2,1,8,730,15,False,True,False,False,True
21620,58,10,26,4,5,623,23,True,False,False,False,False
31243,47,14,12,0,9,562,10,True,False,True,False,True
13434,33,56,17,6,15,487,28,False,False,False,True,False
38257,31,37,5,5,30,297,25,True,False,False,False,False
15161,19,37,24,4,3,223,7,False,True,False,False,False
64053,25,43,22,7,28,992,24,False,True,False,True,False
6847,34,22,20,10,12,299,2,False,True,False,False,True
25513,65,29,4,1,17,941,13,False,False,True,False,False
16035,63,32,26,2,27,548,26,False,False,True,True,False
53947,24,41,16,6,27,496,3,False,False,True,False,False
12495,48,45,18,8,26,136,15,True,False,True,True,False
3712,23,49,18,4,11,791,5,True,False,True,True,False
11188,51,54,12,8,4,214,6,True,False,False,False,False
62039,32,2,30,2,28,142,10,False,False,False,True,False
52329,57,34,10,5,19,244,19,True,False,True,True,False
49096,27,26,22,6,30,880,7,False,False,False,False,False
1207,53,7,5,7,5,838,26,True,True,False,False,False
49153,65,35,1,5,17,345,27,False,False,True,False,False
36012,27,1,4,0,28,839,24,False,False,False,True,False
16360,23,15,13,10,17,308,27,True,False,False,False,True
13633,42,55,19,9,21,572,3,False,False,False,True,False
19869,65,13,26,8,11,822,27,False,True,False,False,False
47084,53,9,30,1,21,963,3,False,True,False,True,False
36760,59,31,29,2,22,806,16,True,False,True,False,False
50866,35,27,7,10,17,497,19,True,False,False,False,True
26824,56,5,11,1,13,470,13,True,False,True,False,True
60457,36,59,21,3,28,616,7,False,True,False,True,False
32314,18,32,19,10,10,639,2,True,False,False,True,False
35626,27,24,18,7,10,987,16,False,False,True,False,True
28647,24,60,12,6,9,559,26,False,False,False,False,True
34580,62,1,13,3,27,469,23,False,False,False,False,True
12616,52,45,13,6,21,131,7,True,False,False,False,False
8240,46,31,14,8,9,801,5,False,False,True,False,True
54004,22,25,26,9,18,773,13,True,True,False,False,True
34124,58,33,11,7,5,818,24,False,True,False,False,True
2782,60,21,19,10,30,230,7,True,True,False,True,False
52879,23,28,6,7,23,812,7,True,True,False,True,False
36258,30,32,4,0,11,400,1,True,True,False,True,False
41288,20,40,13,9,24,797,11,True,False,False,True,False
59142,20,27,23,5,21,849,29,False,True,False,False,False
6940,51,51,6,8,29,743,1,True,True,False,False,True
15903,57,6,2,8,0,337,12,True,True,False,False,True
40813,18,21,3,3,13,693,25,False,False,False,True,False
28763,27,51,9,7,7,817,11,False,False,True,False,True
30317,21,42,23,3,6,658,16,False,False,True,False,True
4951,42,11,6,9,14,800,12,True,True,False,False,False
43864,58,35,19,3,30,697,27,True,False,False,False,True
59163,56,43,2,4,20,610,6,True,False,False,False,False
20845,65,50,21,4,14,766,13,False,True,False,False,True
53714,59,5,2,4,28,759,29,True,True,False,False,False
13153,65,40,6,5,12,177,29,True,False,False,True,False
38383,57,32,9,0,10,296,29,False,True,False,False,True
15699,43,48,1,5,5,350,25,False,True,False,False,False
31536,23,17,26,7,8,314,9,False,False,False,False,True
1946,63,47,13,0,3,847,4,True,True,False,True,False
48023,61,23,14,3,25,118,18,False,True,False,False,True
14146,57,29,25,1,4,658,25,True,False,True,False,True
14106,18,11,20,8,23,176,12,True,False,True,False,True
8599,22,20,26,7,9,117,26,True,False,True,True,False
5685,57,44,25,6,7,433,16,False,False,True,False,True
3754,31,8,28,6,25,183,21,True,True,False,True,False
6681,38,31,5,0,29,147,30,False,True,False,False,False
8682,43,44,21,2,13,777,11,True,True,False,False,False
21445,44,32,17,3,21,635,17,False,False,False,True,False
33119,33,4,19,7,11,532,13,False,False,True,False,False
51839,53,33,11,9,20,771,5,True,False,False,True,False
47561,28,51,17,9,25,806,25,True,True,False,False,True
33167,57,47,4,6,14,121,2,True,False,False,False,True
28437,32,55,2,6,30,590,5,True,False,True,False,True
18339,27,7,29,2,5,693,23,True,False,False,True,False
57407,28,24,15,6,24,115,8,True,False,True,True,False
64117,58,28,13,7,30,593,13,False,True,False,False,False
50064,58,52,2,9,29,938,21,True,False,True,False,False
22916,53,12,4,1,19,882,10,False,True,False,False,True
61789,20,33,10,7,17,590,30,False,False,True,True,False
13170,38,42,8,3,0,126,30,True,True,False,False,True
15549,49,55,15,9,9,953,14,True,True,False,True,False
52620,36,44,12,6,18,469,21,False,False,True,True,False
42552,48,4,9,3,0,491,14,True,False,True,True,False
35808,27,51,15,9,18,997,6,False,True,False,False,False
19746,28,25,20,0,1,687,17,True,False,True,True,False
36209,41,12,29,1,15,825,17,False,True,False,False,False
1150,18,19,7,0,14,442,1,True,False,True,False,False
61640,33,52,10,5,27,651,1,False,False,False,False,True
62226,62,59,9,6,30,796,26,False,False,False,False,True
2929,39,6,13,0,25,833,6,True,False,False,False,True
32374,38,26,6,7,15,763,24,False,True,False,True,False
35188,53,13,23,3,25,495,9,True,False,True,True,False
49311,50,47,17,10,21,392,26,True,True,False,False,False
18305,28,44,6,10,18,381,16,True,False,False,False,False
16693,55,29,18,0,14,238,23,False,True,False,True,False
63602,54,1,9,1,26,337,11,False,False,False,False,True
25844,36,53,25,3,26,198,29,False,True,False,True,False
16499,19,12,15,4,25,910,13,True,True,False,False,False
47307,32,42,14,0,24,337,2,False,False,False,False,False
54691,24,2,16,3,28,329,8,False,False,True,False,True
4858,51,43,21,1,5,471,1,True,True,False,False,False
28363,45,18,29,10,5,533,25,False,False,False,False,True
3649,62,12,16,1,10,857,18,False,False,True,True,False
47714,38,2,14,6,22,207,21,False,False,True,False,False
21414,23,60,21,1,3,476,12,False,True,False,True,False
27292,32,25,26,7,29,208,14,False,True,False,False,False
59267,44,11,6,7,28,838,3,False,False,False,True,False
29631,50,2,9,3,6,314,9,True,False,True,False,True
8641,36,25,17,0,9,143,11,False,True,False,True,False
51588,64,23,3,7,1,436,25,False,False,True,False,False
51097,64,53,5,8,9,478,7,False,True,False,True,False
49168,63,40,3,9,28,258,14,False,True,False,False,False
44099,52,55,27,0,0,107,20,False,False,True,False,False
49051,20,26,2,7,19,202,2,True,True,False,False,False
17054,33,38,22,3,1,755,18,False,True,False,False,False
15018,36,6,11,4,4,586,26,True,True,False,True,False
42334,52,11,8,8,6,857,12,True,False,True,True,False
3788,51,18,4,10,10,895,27,False,False,True,True,False
25668,21,56,28,0,1,335,5,False,False,False,False,True
19409,52,46,6,9,26,975,17,True,False,True,False,True
40256,37,16,12,7,28,233,13,True,False,False,False,False
57014,31,5,28,6,25,733,16,False,False,False,True,False
52902,60,48,10,8,19,923,4,True,False,False,False,True
42499,41,14,29,2,23,286,16,True,True,False,True,False
12401,64,3,16,10,28,296,22,True,False,False,False,True
39615,41,20,14,2,18,780,3,False,False,False,True,False
27540,38,24,11,6,17,536,3,False,False,True,False,False
34371,51,41,2,9,12,573,25,False,False,True,True,False
35056,57,43,2,6,17,422,27,False,False,True,False,True
58671,39,54,26,3,21,366,15,False,False,False,False,False
53644,36,2,29,3,23,406,8,False,False,False,False,False
16051,52,19,20,6,22,352,20,True,False,False,False,True
19638,25,20,30,6,25,374,27,True,False,False,False,True
31686,51,24,27,4,14,116,24,True,False,False,False,False
56730,26,49,13,10,30,334,27,True,True,False,True,False
10317,47,14,19,6,14,617,22,False,False,False,False,True
58065,49,25,13,9,16,228,25,False,True,False,False,True
21703,26,7,7,6,22,804,29,False,False,True,True,False
38939,58,54,20,4,2,665,3,False,False,False,False,True
37832,30,47,27,1,17,723,29,False,True,False,True,False
59504,43,41,15,10,17,119,8,False,True,False,False,False
47840,53,48,23,1,27,441,14,False,False,True,False,False
7903,46,1,6,10,23,551,8,True,True,False,False,True
22826,46,44,3,3,20,577,18,False,False,False,False,True
48407,18,50,1,9,3,152,23,True,False,False,False,False
59770,52,14,2,6,18,634,1,True,False,True,True,False
43652,53,29,8,5,10,542,7,True,True,False,True,False
47224,30,45,9,5,19,538,21,True,False,True,True,False
48065,47,50,1,10,18,252,24,True,False,True,True,False
6107,58,50,23,9,1,746,15,False,True,False,True,False
27629,41,56,27,0,2,208,25,True,False,True,False,False
38247,57,18,29,10,1,311,1,False,False,True,False,True
39548,60,40,5,3,17,208,26,False,False,False,False,True
46455,40,26,26,9,17,527,3,True,True,False,False,False
40745,46,37,26,6,30,137,1,False,False,False,False,False
20098,53,26,22,0,7,141,17,True,False,True,True,False
32983,20,50,9,5,10,199,15,False,False,False,False,True
56708,37,26,12,10,21,632,16,True,True,False,False,True
19734,48,60,1,0,27,500,8,True,False,True,True,False
36447,58,26,11,9,22,930,24,False,False,True,False,True
17169,64,40,11,2,26,451,8,True,False,False,False,True
32747,29,8,11,7,19,401,6,False,False,True,False,False
40646,45,41,10,0,27,505,23,False,False,False,False,False
46689,18,36,6,6,25,753,10,True,False,True,False,False
52848,43,57,7,5,25,933,25,True,True,False,False,False
9752,63,58,2,2,16,927,4,True,False,False,True,False
37571,51,49,24,2,9,966,15,True,True,False,True,False
31325,63,42,12,5,24,989,7,False,True,False,True,False
1915,53,7,17,8,20,998,13,True,True,False,False,False
2124,25,19,21,7,25,918,1,True,False,False,True,False
36952,61,12,10,0,10,875,11,True,False,True,True,False
49257,52,37,3,7,4,719,24,False,True,False,True,False
56110,53,41,17,9,18,430,13,True,False,True,True,False
14122,18,50,25,4,10,206,18,True,False,True,False,True
39864,21,41,29,3,11,610,27,False,False,True,True,False
19004,51,16,6,7,12,935,30,False,False,True,False,False
56371,63,48,4,10,16,192,2,True,True,False,True,False
58285,27,52,29,9,30,256,8,False,False,True,False,False
1759,24,22,13,0,16,850,21,True,True,False,False,True
53406,18,34,23,9,29,380,2,True,False,False,False,False
12707,58,31,7,3,18,227,18,True,True,False,False,True
30917,34,1,30,0,3,668,26,True,False,True,False,True
58369,61,54,10,6,26,575,18,True,True,False,False,True
24625,49,13,29,9,18,986,4,False,False,False,True,False
62794,52,29,6,7,17,636,8,False,False,True,False,True
8984,47,21,17,2,29,966,30,True,False,False,False,True
12634,44,42,26,8,1,931,17,False,False,False,False,False
